@RELATION POS_TAG
@ATTRIBUTE text string
@ATTRIBUTE pre_tag {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X, NULL}
@ATTRIBUTE class {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X}

@DATA
2008,NOUN,NUM
(titik),NUM,PUNCT
Sekitar,NULL,DET
95,DET,NUM
(persen),NUM,SYM
kreatina,SYM,PROPN
disimpan,PROPN,VERB
di,VERB,ADP
dalam,ADP,ADP
otot,ADP,NOUN
rangka,NOUN,NOUN
(titik),NOUN,PUNCT
Namun,NULL,CCONJ
(koma),CCONJ,PUNCT
hal,PUNCT,NOUN
ini,NOUN,DET
rupanya,DET,ADV
membuat,ADV,VERB
Amba,VERB,PROPN
Franda,PROPN,PROPN
yang,PROPN,PRON
juga,PRON,ADV
memiliki,ADV,VERB
manajemen,VERB,NOUN
merasa,NOUN,VERB
tersaingi,VERB,VERB
(titik),VERB,PUNCT
Diperkirakan,NULL,VERB
ada,VERB,VERB
sekitar,VERB,ADP
11,ADP,NUM
sampai,NUM,ADP
12,ADP,NUM
juta,NUM,NUM
jiwa,NUM,NOUN
bangsa,NOUN,NOUN
Armenia,NOUN,PROPN
di,PROPN,ADP
dunia,ADP,NOUN
(titik),NOUN,PUNCT
Ia,NULL,PRON
mempunyai,PRON,VERB
seorang,VERB,DET
istri,DET,NOUN
dan,NOUN,CCONJ
empat,CCONJ,NUM
orang,NUM,DET
anak,DET,NOUN
(titik),NOUN,PUNCT
Geovedi,NULL,PROPN
mengaku,PROPN,VERB
pernah,VERB,ADV
meretas,ADV,VERB
dua,VERB,NUM
satelit,NUM,NOUN
Indonesia,NOUN,PROPN
dan,PROPN,CCONJ
Cina,CCONJ,PROPN
milik,PROPN,VERB
para,VERB,DET
kliennya,DET,NOUN
(titik),NOUN,PUNCT
Kebanyakan,NULL,DET
penduduknya,DET,NOUN
beragama,NOUN,VERB
Katolik,VERB,PROPN
Roma,PROPN,PROPN
(koma),PROPN,PUNCT
namun,PUNCT,SCONJ
ada,SCONJ,VERB
pula,VERB,ADV
sedikit,ADV,ADV
orang,ADV,NOUN
Islam,NOUN,PROPN
di,PROPN,ADP
situ,ADP,NOUN
(titik),NOUN,PUNCT
Duryodana,NULL,NOUN
yang,NOUN,PRON
selalu,PRON,ADV
merasa,ADV,VERB
cemburu,VERB,ADJ
dengan,ADJ,ADP
Pandawa,ADP,PROPN
(koma),PROPN,PUNCT
selalu,PUNCT,ADV
berusaha,ADV,VERB
membunuh,VERB,VERB
mereka,VERB,PRON
(titik),PRON,PUNCT
Selain,NULL,ADP
tekstil,ADP,NOUN
dan,NOUN,CCONJ
barang,CCONJ,NOUN
pernis,NOUN,ADJ
(koma),ADJ,PUNCT
Okinawa,PUNCT,PROPN
terkenal,PROPN,ADJ
dengan,ADJ,ADP
kerajinan,ADP,NOUN
gelas,NOUN,NOUN
Ryukyu,NOUN,PROPN
(koma),PROPN,PUNCT
lemari,PUNCT,NOUN
(koma),NOUN,PUNCT
kerajinan,PUNCT,NOUN
bambu,NOUN,NOUN
(koma),NOUN,PUNCT
kertas,PUNCT,NOUN
Ryukyu,NOUN,PROPN
(koma),PROPN,PUNCT
dan,PUNCT,CCONJ
kerajinan,CCONJ,NOUN
perabot,NOUN,NOUN
sehari,NOUN,NOUN
(kurang),NOUN,PUNCT
hari,PUNCT,NOUN
khas,NOUN,ADJ
Okinawa,ADJ,PROPN
(titik),PROPN,PUNCT
Maka,NULL,SCONJ
dari,SCONJ,CCONJ
itu,CCONJ,CCONJ
(koma),CCONJ,PUNCT
Sia,PUNCT,PROPN
membiarkan,PROPN,VERB
jiwa,VERB,PROPN
Kikyou,PROPN,PROPN
bersemayam,PROPN,VERB
dalam,VERB,ADP
diri,ADP,NOUN
Sia,NOUN,PROPN
(titik),PROPN,PUNCT
Dan,PUNCT,CCONJ
beginilah,CCONJ,DET
akibatnya,DET,NOUN
(koma),NOUN,PUNCT
Rin,PUNCT,PROPN
seringkali,PROPN,ADV
salah,ADV,VERB
paham,VERB,VERB
akibat,VERB,ADP
kelakuan,ADP,NOUN
Sia,NOUN,PROPN
yang,PROPN,PRON
tiba,PRON,ADV
(kurang),ADV,PUNCT
tiba,PUNCT,ADV
centil,ADV,ADJ
ini,ADJ,DET
walaupun,DET,SCONJ
sebenarnya,SCONJ,ADV
itu,ADV,DET
adalah,DET,AUX
ulah,AUX,NOUN
Kikyou,NOUN,PROPN
(titik),PROPN,PUNCT
Khidir,NULL,PROPN
menjawab,PROPN,VERB
salamnya,VERB,NOUN
dan,NOUN,CCONJ
bertanya,CCONJ,VERB
(koma),VERB,PUNCT
``,PUNCT,PUNCT
Dari,PUNCT,ADP
mana,ADP,NOUN
datangnya,NOUN,VERB
kesejahteraan,VERB,NOUN
di,NOUN,ADP
bumi,ADP,NOUN
yang,NOUN,PRON
tidak,PRON,PART
mempunyai,PART,VERB
kesejahteraan,VERB,NOUN
(tanya),NOUN,PUNCT
Awalnya,NULL,ADV
karakter,ADV,NOUN
tersebut,NOUN,DET
dibuat,DET,VERB
untuk,VERB,ADP
pasar,ADP,NOUN
asing,NOUN,ADJ
(koma),ADJ,PUNCT
yaitu,PUNCT,ADV
untuk,ADV,ADP
komik,ADP,NOUN
Disney,NOUN,PROPN
di,PROPN,ADP
Italia,ADP,PROPN
(titik),PROPN,PUNCT
Dimana,NULL,NOUN
letak,NOUN,NOUN
pikiran,NOUN,NOUN
(tanya),NOUN,PUNCT
Dr,NULL,DET
Wee,DET,PROPN
berumahtangga,PROPN,VERB
pada,VERB,ADP
1936,ADP,NUM
dengan,NUM,ADP
Koh,ADP,PROPN
Sok,PROPN,PROPN
Hiong,PROPN,PROPN
(titik),PROPN,PUNCT
Menurut,NULL,ADP
laporan,ADP,NOUN
(petikdua),NOUN,PUNCT
Soeara,PUNCT,PROPN
Kemadjuan,PROPN,PROPN
Kota,PROPN,PROPN
Gedang,PROPN,PROPN
(petikdua),PROPN,PUNCT
(bukakurung),PUNCT,PUNCT
1916,PUNCT,NUM
(tutupkurung),NUM,PUNCT
(koma),PUNCT,PUNCT
demi,PUNCT,ADP
kepentingan,ADP,NOUN
pendidikan,NOUN,NOUN
(koma),NOUN,PUNCT
para,PUNCT,DET
orang,DET,NOUN
tua,NOUN,ADJ
yang,ADJ,PRON
waktu,PRON,NOUN
itu,NOUN,DET
berpenghasilan,DET,VERB
rata,VERB,ADJ
(kurang),ADJ,PUNCT
rata,PUNCT,ADJ
15,ADJ,NUM
gulden,NUM,NOUN
per,NOUN,ADP
bulan,ADP,NOUN
(koma),NOUN,PUNCT
sanggup,PUNCT,ADV
membayar,ADV,VERB
uang,VERB,NOUN
sekolah,NOUN,NOUN
anaknya,NOUN,NOUN
yang,NOUN,PRON
mencapai,PRON,VERB
5,VERB,NUM
gulden,NUM,NOUN
per,NOUN,ADP
bulan,ADP,NOUN
(titik),NOUN,PUNCT
Film,NULL,NOUN
ini,NOUN,DET
disutradarai,DET,VERB
oleh,VERB,ADP
Akhtar,ADP,PROPN
Hussein,PROPN,PROPN
(koma),PROPN,PUNCT
dan,PUNCT,CCONJ
dibintangi,CCONJ,VERB
Trilok,VERB,PROPN
Kapoor,PROPN,PROPN
(koma),PROPN,PUNCT
Nargis,PUNCT,PROPN
(koma),PROPN,PUNCT
Cukoo,PUNCT,PROPN
(koma),PROPN,PUNCT
Rashid,PUNCT,PROPN
Khan,PROPN,PROPN
(koma),PROPN,PUNCT
Neelam,PUNCT,PROPN
(koma),PROPN,PUNCT
Maruti,PUNCT,PROPN
Rao,PROPN,PROPN
(koma),PROPN,PUNCT
dan,PUNCT,CCONJ
Nissar,CCONJ,PROPN
(titik),PROPN,PUNCT
Banyak,NULL,DET
pula,DET,ADV
permainan,ADV,NOUN
komputer,NOUN,NOUN
(koma),NOUN,PUNCT
permainan,PUNCT,NOUN
video,NOUN,NOUN
(koma),NOUN,PUNCT
dan,PUNCT,CCONJ
lagu,CCONJ,NOUN
(kurang),NOUN,PUNCT
lagu,PUNCT,NOUN
rap,NOUN,ADJ
yang,ADJ,PRON
menampilkan,PRON,VERB
AK,VERB,PROPN
(kurang),PROPN,PUNCT
47,PUNCT,PROPN
(titik),PROPN,PUNCT
Hotel,NULL,NOUN
yang,NOUN,PRON
ada,PRON,VERB
di,VERB,ADP
kota,ADP,PROPN
Kuningan,PROPN,PROPN
diantaranya,PROPN,ADP
(titikdua),ADP,PUNCT
Gedung,PUNCT,PROPN
Serbaguna,PROPN,PROPN
di,PROPN,ADP
kota,ADP,NOUN
Kuningan,NOUN,PROPN
diantaranya,PROPN,ADP
(titikdua),ADP,PUNCT
Sanggariang,PUNCT,PROPN
(koma),PROPN,PUNCT
Gelanggang,PUNCT,PROPN
Pemuda,PROPN,PROPN
dan,PROPN,CCONJ
Gelanggang,CCONJ,PROPN
Ewangga,PROPN,PROPN
(titik),PROPN,PUNCT
``,NULL,PUNCT
Hai,PUNCT,PROPN
Muhammad,PROPN,PROPN
(koma),PROPN,PUNCT
mengapa,PUNCT,ADV
kamu,ADV,PRON
mengharamkan,PRON,VERB
apa,VERB,NOUN
yang,NOUN,PRON
Allah,PRON,PROPN
menghalalkannya,PROPN,VERB
bagimu,VERB,NOUN
(titikkoma),NOUN,PUNCT
kamu,PUNCT,PRON
mencari,PRON,VERB
kesenangan,VERB,NOUN
hati,NOUN,NOUN
istri-istrimu,NOUN,NOUN
(tanya),NOUN,PUNCT
Jumlah,NULL,NOUN
pengguna,NOUN,NOUN
Twitter,NOUN,PROPN
yang,PROPN,PRON
semakin,PRON,ADV
meningkat,ADV,VERB
setiap,VERB,DET
harinya,DET,NOUN
adalah,NOUN,AUX
bukti,AUX,NOUN
budaya,NOUN,NOUN
masyarakat,NOUN,NOUN
yang,NOUN,PRON
senang,PRON,ADJ
berbagi,ADJ,VERB
cerita,VERB,NOUN
serta,NOUN,CCONJ
foto,CCONJ,NOUN
keseharian,NOUN,ADJ
dalam,ADJ,ADP
hidup,ADP,NOUN
(titik),NOUN,PUNCT
Jadi,NULL,SCONJ
(koma),SCONJ,PUNCT
kemungkinan,PUNCT,NOUN
besar,NOUN,ADJ
Dyah,ADJ,PROPN
Balitung,PROPN,PROPN
yang,PROPN,PRON
merupakan,PRON,VERB
menantu,VERB,NOUN
Rakai,NOUN,PROPN
Watuhumalang,PROPN,PROPN
(bukakurung),PROPN,PUNCT
raja,PUNCT,PROPN
Medang,PROPN,PROPN
pengganti,PROPN,NOUN
Rakai,NOUN,PROPN
Kayuwangi,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
berhasil,PUNCT,VERB
menjadi,VERB,VERB
pahlawan,VERB,NOUN
dengan,NOUN,ADP
menaklukkan,ADP,VERB
Rakai,VERB,PROPN
Gurunwangi,PROPN,PROPN
dan,PROPN,CCONJ
Rakai,CCONJ,PROPN
Limus,PROPN,PROPN
sehingga,PROPN,SCONJ
kembali,SCONJ,ADV
mengakui,ADV,VERB
kekuasaan,VERB,NOUN
tunggal,NOUN,ADJ
di,ADJ,ADP
Kerajaan,ADP,PROPN
Medang,PROPN,PROPN
(titik),PROPN,PUNCT
Siapakah,NULL,PRON
pencipta,PRON,NOUN
bumi,NOUN,NOUN
ini,NOUN,DET
(tanya),DET,PUNCT
Karangsari,NULL,PROPN
adalah,PROPN,AUX
kelurahan,AUX,NOUN
yang,NOUN,PRON
berada,PRON,VERB
di,VERB,ADP
kecamatan,ADP,NOUN
Neglasari,NOUN,PROPN
(koma),PROPN,PUNCT
Kota,PUNCT,PROPN
Tangerang,PROPN,PROPN
(koma),PROPN,PUNCT
Banten,PUNCT,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Tentara,NULL,PROPN
Konfederasi,PROPN,PROPN
(bukakurung),PROPN,PUNCT
bahasa,PUNCT,NOUN
Inggris,NOUN,PROPN
(titikdua),PROPN,PUNCT
Confederate,PUNCT,PROPN
States,PROPN,PROPN
Army,PROPN,PROPN
(bukakurung),PROPN,PUNCT
CSA,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
(tutupkurung),PUNCT,PUNCT
diorganisasi,PUNCT,VERB
pada,VERB,ADP
bulan,ADP,NOUN
Februari,NOUN,PROPN
1861,PROPN,NUM
untuk,NUM,ADP
mempertahankan,ADP,VERB
Negara,VERB,PROPN
Konfederasi,PROPN,PROPN
Amerika,PROPN,PROPN
yang,PROPN,PRON
baru,PRON,ADV
dibentuk,ADV,VERB
dari,VERB,ADP
tindakan,ADP,NOUN
militer,NOUN,ADJ
oleh,ADJ,ADP
Pemerintah,ADP,NOUN
Amerika,NOUN,PROPN
Serikat,PROPN,PROPN
selama,PROPN,ADP
Perang,ADP,PRON
Saudara,PRON,PROPN
Amerika,PROPN,PROPN
(titik),PROPN,PUNCT
Perempuannya,NULL,NOUN
mengenakan,NOUN,VERB
jubah,VERB,NOUN
dengan,NOUN,ADP
lengan,ADP,NOUN
baju,NOUN,NOUN
yang,NOUN,PRON
pendek,PRON,ADJ
serta,ADJ,CCONJ
rok,CCONJ,NOUN
berlapis,NOUN,ADJ
yang,ADJ,PRON
mengembang,PRON,VERB
(titik),VERB,PUNCT
Lagu,NULL,NOUN
ini,NOUN,DET
dinamakan,DET,VERB
Wavin,VERB,PROPN
(petiksatu),PROPN,PUNCT
Flag,PUNCT,PROPN
(bukakurung),PROPN,PUNCT
The,PUNCT,PROPN
Celebration,PROPN,PROPN
Remix,PROPN,PROPN
(tutupkurung),PROPN,PUNCT
(titik),PUNCT,PUNCT
Ia,NULL,PRON
adalah,PRON,AUX
pesaing,AUX,NOUN
utama,NOUN,ADJ
Václav,ADJ,PROPN
Klaus,PROPN,PROPN
(titik),PROPN,PUNCT
Air,NULL,NOUN
terjun,NOUN,NOUN
Madakaripura,NOUN,PROPN
berbentuk,PROPN,VERB
ceruk,VERB,NOUN
yang,NOUN,PRON
dikelilingi,PRON,VERB
bukit,VERB,NOUN
(kurang),NOUN,PUNCT
bukit,PUNCT,NOUN
yang,NOUN,PRON
meneteskan,PRON,VERB
air,VERB,NOUN
pada,NOUN,ADP
seluruh,ADP,DET
bidang,DET,NOUN
tebingnya,NOUN,NOUN
seperti,NOUN,ADP
layaknya,ADP,NOUN
sedang,NOUN,ADV
hujan,ADV,VERB
(koma),VERB,PUNCT
3,PUNCT,NUM
di,NUM,ADP
antaranya,ADP,ADP
bahkan,ADP,ADV
mengucur,ADV,VERB
deras,VERB,ADJ
membentuk,ADJ,VERB
air,VERB,NOUN
terjun,NOUN,NOUN
lagi,NOUN,ADV
(titik),ADV,PUNCT
Membangun,NULL,VERB
sebuah,VERB,DET
komunitas,DET,NOUN
memang,NOUN,ADV
tidak,ADV,PART
mudah,PART,ADJ
(koma),ADJ,PUNCT
tetapi,PUNCT,SCONJ
mereka,SCONJ,PRON
yakin,PRON,VERB
bahwa,VERB,SCONJ
Rockto,SCONJ,PROPN
dengan,PROPN,ADP
konsep,ADP,NOUN
yang,NOUN,PRON
menarik,PRON,ADJ
dapat,ADJ,ADV
menarik,ADV,VERB
minat,VERB,NOUN
para,NOUN,DET
pengguna,DET,NOUN
internet,NOUN,NOUN
untuk,NOUN,ADP
menjadi,ADP,VERB
bagian,VERB,NOUN
dari,NOUN,ADP
komunitasnya,ADP,NOUN
(titik),NOUN,PUNCT
Salah,NULL,DET
satu,DET,DET
indikasinya,DET,NOUN
adalah,NOUN,AUX
kebutuhan,AUX,NOUN
komunikasi,NOUN,NOUN
yaitu,NOUN,SCONJ
telepon,SCONJ,NOUN
rumah,NOUN,NOUN
sudah,NOUN,ADV
mulai,ADV,VERB
masuk,VERB,VERB
pada,VERB,ADP
Tahun,ADP,NOUN
1995,NOUN,NUM
(koma),NUM,PUNCT
desa,PUNCT,NOUN
pasir,NOUN,PROPN
wetan,PROPN,PROPN
sudah,PROPN,ADV
masuk,ADV,VERB
telepon,VERB,NOUN
sementara,NOUN,SCONJ
desa,SCONJ,NOUN
lain,NOUN,ADJ
belum,ADJ,ADV
masuk,ADV,VERB
(titik),VERB,PUNCT
Kepangeranan,NULL,NOUN
Wallachia,NOUN,PROPN
(koma),PROPN,PUNCT
Moldavia,PUNCT,PROPN
dan,PROPN,CCONJ
Transilvania,CCONJ,PROPN
dikepalai,PROPN,VERB
oleh,VERB,ADP
pangeran,ADP,NOUN
Wallachia,NOUN,PROPN
Mihai,PROPN,PROPN
Viteazul,PROPN,PROPN
pada,PROPN,ADP
tahun,ADP,NOUN
1600,NOUN,NUM
(titik),NUM,PUNCT
Apabila,NULL,SCONJ
konser,SCONJ,NOUN
Inaugurasi,NOUN,PROPN
telah,PROPN,ADV
usai,ADV,VERB
(koma),VERB,PUNCT
mereka,PUNCT,PRON
langsung,PRON,ADV
masuk,ADV,VERB
ke,VERB,ADP
dapur,ADP,NOUN
rekaman,NOUN,NOUN
untuk,NOUN,ADP
dibuat,ADP,VERB
album,VERB,NOUN
kompilasi,NOUN,NOUN
hasil,NOUN,NOUN
kerjasama,NOUN,NOUN
Indosiar,NOUN,PROPN
dengan,PROPN,ADP
Sony,ADP,PROPN
Music,PROPN,PROPN
Indonesia,PROPN,PROPN
(titik),PROPN,PUNCT
Pada,NULL,ADP
saat,ADP,NOUN
yang,NOUN,PRON
hampir,PRON,ADV
bersamaan,ADV,ADJ
(koma),ADJ,PUNCT
Yosafat,PUNCT,PROPN
mulai,PROPN,ADV
mengangkat,ADV,VERB
anaknya,VERB,NOUN
(koma),NOUN,PUNCT
Yoram,PUNCT,PROPN
(koma),PROPN,PUNCT
menjadi,PUNCT,VERB
raja,VERB,NOUN
bersama,NOUN,ADJ
(kurang),ADJ,PUNCT
sama,PUNCT,ADJ
dengan,ADJ,ADP
dia,ADP,PRON
sebagai,PRON,ADP
persiapan,ADP,NOUN
pergantian,NOUN,NOUN
tahta,NOUN,NOUN
(titik),NOUN,PUNCT
Ahli,NULL,NOUN
lain,NOUN,ADJ
menghapuskan,ADJ,VERB
kaitan,VERB,NOUN
antara,NOUN,ADP
kedatangan,ADP,NOUN
Tutsi,NOUN,PROPN
dengan,PROPN,ADP
berkembangnya,ADP,VERB
pastoralisme,VERB,NOUN
dan,NOUN,CCONJ
dimulainya,CCONJ,VERB
periode,VERB,NOUN
pembangunan,NOUN,NOUN
negara,NOUN,NOUN
(titik),NOUN,PUNCT
Jabatan,NULL,NOUN
ini,NOUN,DET
berlangsung,DET,VERB
sampai,VERB,ADP
zaman,ADP,NOUN
Kerajaan,NOUN,PROPN
Majapahit,PROPN,PROPN
(titik),PROPN,PUNCT
Kawalelo,NULL,PROPN
merupakan,PROPN,VERB
salah,VERB,DET
satu,DET,DET
desa,DET,NOUN
yang,NOUN,PRON
ada,PRON,VERB
di,VERB,ADP
kecamatan,ADP,PROPN
Demon,PROPN,PROPN
Pagong,PROPN,PROPN
(koma),PROPN,PUNCT
kabupaten,PUNCT,NOUN
Flores,NOUN,PROPN
Timur,PROPN,PROPN
(koma),PROPN,PUNCT
provinsi,PUNCT,PROPN
Nusa,PROPN,PROPN
Tenggara,PROPN,PROPN
Timur,PROPN,PROPN
(koma),PROPN,PUNCT
Indonesia,PUNCT,PROPN
(titik),PROPN,PUNCT
Setelah,NULL,SCONJ
lulus,SCONJ,VERB
dari,VERB,ADP
Gymnasium,ADP,PROPN
Trier,PROPN,PROPN
(koma),PROPN,PUNCT
Marx,PUNCT,PROPN
melanjutkan,PROPN,VERB
pendidikan,VERB,NOUN
nya,NOUN,PRON
di,PRON,ADP
Universitas,ADP,PROPN
Bonn,PROPN,PROPN
jurusan,PROPN,NOUN
hukum,NOUN,NOUN
pada,NOUN,ADP
tahun,ADP,NOUN
1835,NOUN,NUM
(titik),NUM,PUNCT
Mawar,NULL,PROPN
merupakan,PROPN,VERB
komoditas,VERB,NOUN
hortikultura,NOUN,NOUN
yang,NOUN,PRON
bernilai,PRON,VERB
ekonomi,VERB,NOUN
tinggi,NOUN,ADJ
dan,ADJ,CCONJ
banyak,CCONJ,ADV
diminati,ADV,VERB
konsumen,VERB,NOUN
serta,NOUN,CCONJ
dapat,CCONJ,ADV
dibudidayakan,ADV,VERB
secara,VERB,ADP
komersial,ADP,ADJ
(titik),ADJ,PUNCT
Seperti,NULL,ADP
pernyataan,ADP,NOUN
Lusy,NOUN,PROPN
bahwa,PROPN,ADP
mereka,ADP,PRON
bisa,PRON,ADV
menjadi,ADV,VERB
sangat,VERB,ADV
solid,ADV,ADJ
karena,ADJ,SCONJ
mereka,SCONJ,PRON
bertiga,PRON,VERB
(koma),VERB,PUNCT
kalau,PUNCT,SCONJ
jalan,SCONJ,VERB
sendiri,VERB,ADV
(kurang),ADV,PUNCT
sendiri,PUNCT,ADV
belum,ADV,ADV
tentu,ADV,ADV
bisa,ADV,VERB
sukses,VERB,NOUN
(titik),NOUN,PUNCT
Bagaimanakah,NULL,ADV
kelanjutan,ADV,NOUN
kisah,NOUN,NOUN
para,NOUN,DET
remaja,DET,NOUN
yang,NOUN,PRON
masih,PRON,ADV
di,ADV,ADP
bawah,ADP,NOUN
umur,NOUN,NOUN
ini,NOUN,DET
(tanya),DET,PUNCT
Akan,NULL,ADV
kan,ADV,PART
pertemanan,PART,VERB
sepihak,VERB,ADJ
ini,ADJ,DET
dapat,DET,ADV
berubah,ADV,VERB
menjadi,VERB,VERB
Cinta,VERB,PROPN
(tanya),PROPN,PUNCT
Kantor,NULL,NOUN
kepala,NOUN,NOUN
desa,NOUN,NOUN
Jatiwangi,NOUN,PROPN
terletak,PROPN,VERB
di,VERB,ADP
Kp,ADP,PROPN
(titik),PROPN,PUNCT
Kadudampit,PUNCT,PROPN
(koma),PROPN,PUNCT
Jl,PUNCT,PROPN
(titik),PROPN,PUNCT
Raya,PUNCT,PROPN
Bungbulang,PROPN,PROPN
(kurang),PROPN,PUNCT
Garut,PUNCT,PROPN
(titik),PROPN,PUNCT
Perusahaan,NULL,NOUN
ini,NOUN,DET
mengkhususkan,DET,VERB
diri,VERB,NOUN
dalam,NOUN,ADP
merancang,ADP,VERB
(koma),VERB,PUNCT
memproduksi,PUNCT,VERB
(koma),VERB,PUNCT
dan,PUNCT,CCONJ
mengembangkan,CCONJ,VERB
produk,VERB,NOUN
(kurang),NOUN,PUNCT
produk,PUNCT,NOUN
mesin,NOUN,NOUN
pelabuhan,NOUN,NOUN
baru,NOUN,ADJ
(titik),ADJ,PUNCT
Lakon,NULL,NOUN
pertamanya,NOUN,NUM
(bukakurung),NUM,PUNCT
Suling,PUNCT,PROPN
dan,PROPN,CCONJ
Bunga,CCONJ,NOUN
Rumahmakan,NOUN,PROPN
(koma),PROPN,PUNCT
1948,PUNCT,NUM
(tutupkurung),NUM,PUNCT
ditulis,PUNCT,VERB
sebagaimana,VERB,ADP
lakon,ADP,NOUN
ditulis,NOUN,VERB
(koma),VERB,PUNCT
tetapi,PUNCT,SCONJ
selanjutnya,SCONJ,ADV
ia,ADV,PRON
menemukan,PRON,VERB
cara,VERB,NOUN
menulis,NOUN,VERB
lakon,VERB,NOUN
yang,NOUN,PRON
unik,PRON,ADJ
(koma),ADJ,PUNCT
yang,PUNCT,PRON
bentuknya,PRON,NOUN
seperti,NOUN,ADP
cerita,ADP,NOUN
yang,NOUN,PRON
enak,PRON,ADJ
dibaca,ADJ,VERB
(titik),VERB,PUNCT
Pada,NULL,ADP
bulan,ADP,PROPN
Oktober,PROPN,PROPN
2005,PROPN,NUM
(koma),NUM,PUNCT
sebagai,PUNCT,ADP
bagian,ADP,NOUN
peringatan,NOUN,NOUN
ke,NOUN,NUM
(kurang),NUM,PUNCT
75,PUNCT,NUM
Universitas,NUM,NOUN
McMaster,NOUN,NOUN
di,NOUN,ADP
University,ADP,PROPN
Avenue,PROPN,PROPN
(koma),PROPN,PUNCT
sebuah,PUNCT,DET
jalanan,DET,NOUN
di,NOUN,ADP
kampus,ADP,NOUN
univeritas,NOUN,NOUN
dinamai,NOUN,VERB
Brockhouse,VERB,PROPN
Way,PROPN,PROPN
untuk,PROPN,ADP
menghormati,ADP,VERB
Brockhouse,VERB,PROPN
(titik),PROPN,PUNCT
Pada,NULL,ADP
tahun,ADP,NOUN
1934,NOUN,NUM
(koma),NUM,PUNCT
Chun,PUNCT,PROPN
membeli,PROPN,VERB
tanah,VERB,NOUN
seluas,NOUN,ADP
33.000,ADP,NUM
meter,NUM,NOUN
persegi,NOUN,NOUN
di,NOUN,ADP
Kabupaten,ADP,PROPN
Koyang,PROPN,PROPN
(koma),PROPN,PUNCT
propinsi,PUNCT,NOUN
Gyeonggi,NOUN,PROPN
(bukakurung),PROPN,PUNCT
sekarang,PUNCT,NOUN
distrik,NOUN,NOUN
Seongbuk,NOUN,PROPN
(koma),PROPN,PUNCT
Seoul,PUNCT,PROPN
(tutupkurung),PROPN,PUNCT
(titik),PUNCT,PUNCT
pada,NULL,ADP
tahun,ADP,NOUN
1473,NOUN,NUM
(koma),NUM,PUNCT
sewaktu,PUNCT,ADV
Raja,ADV,PROPN
Narasinga,PROPN,PROPN
II,PROPN,NUM
yang,NUM,PRON
bergelar,PRON,VERB
Paduka,VERB,PROPN
Maulana,PROPN,PROPN
Sri,PROPN,PROPN
Sultan,PROPN,PROPN
Alauddin,PROPN,PROPN
Iskandarsyah,PROPN,PROPN
Johan,PROPN,PROPN
Zirullah,PROPN,PROPN
Fil,PROPN,PROPN
Alam,PROPN,PROPN
(bukakurung),PROPN,PUNCT
Sultan,PUNCT,NOUN
Indragiri,NOUN,NOUN
IV,NOUN,NUM
(tutupkurung),NUM,PUNCT
(koma),PUNCT,PUNCT
beliau,PUNCT,PRON
menetap,PRON,VERB
di,VERB,ADP
ibu,ADP,NOUN
kota,NOUN,NOUN
kerajaan,NOUN,NOUN
yang,NOUN,PRON
berlokasi,PRON,VERB
di,VERB,ADP
Pekan,ADP,PROPN
Tua,PROPN,PROPN
sekarang,PROPN,ADV
(titik),ADV,PUNCT
Lalu,NULL,ADV
bagaimana,ADV,ADJ
cara,ADJ,NOUN
menafkah,NOUN,VERB
harta,VERB,NOUN
sesuai,NOUN,ADP
tuntunan,ADP,NOUN
Alloh,NOUN,PROPN
dan,PROPN,CCONJ
Rasul-Nya,CCONJ,PROPN
(tanya),PROPN,PUNCT
Dari,NULL,ADP
1970,ADP,NUM
hingga,NUM,ADP
1974,ADP,NUM
(koma),NUM,PUNCT
ia,PUNCT,PRON
tinggal,PRON,VERB
bersama,VERB,ADP
orang,ADP,NOUN
(kurang),NOUN,PUNCT
orang,PUNCT,NOUN
Indian,NOUN,NOUN
Embera,NOUN,PROPN
(kurang),PROPN,PUNCT
Wounaan,PUNCT,PROPN
di,PROPN,ADP
Panama,ADP,PROPN
(titik),PROPN,PUNCT
7,NULL,NUM
(tutupkurung),NUM,PUNCT
Dengan,PUNCT,ADP
tekad,ADP,NOUN
teguh,NOUN,ADJ
mereka,ADJ,PRON
melaksanakan,PRON,VERB
ajaran,VERB,NOUN
Gautama,NOUN,PROPN
(koma),PROPN,PUNCT
tiada,PUNCT,NOUN
nafsu,NOUN,NOUN
(koma),NOUN,PUNCT
mereka,PUNCT,PRON
menuai,PRON,VERB
hasilnya,VERB,NOUN
(titikkoma),NOUN,PUNCT
terbebaskan,PUNCT,VERB
dari,VERB,ADP
kematian,ADP,NOUN
(koma),NOUN,PUNCT
mereka,PUNCT,PRON
menikmati,PRON,VERB
kedamaian,VERB,NOUN
abadi,NOUN,ADJ
(titik),ADJ,PUNCT
Cintaku,NULL,PROPN
di,PROPN,PROPN
Rumah,PROPN,PROPN
Susun,PROPN,PROPN
adalah,PROPN,AUX
film,AUX,NOUN
