@RELATION POS_TAG
@ATTRIBUTE text string
@ATTRIBUTE pre_word string
@ATTRIBUTE class {ADJ, ADP, ADV, AUX, CCONJ, DET, INTJ, NOUN, NUM, PART, PRON, PROPN, PUNCT, SCONJ, SYM, VERB, X}

@DATA
seorang,mempunyai,DET
istri,seorang,NOUN
dan,istri,CCONJ
empat,dan,NUM
orang,empat,DET
anak,orang,NOUN
(titik),anak,PUNCT
Geovedi,NULL,PROPN
mengaku,Geovedi,VERB
pernah,mengaku,ADV
meretas,pernah,VERB
dua,meretas,NUM
satelit,dua,NOUN
Indonesia,satelit,PROPN
dan,Indonesia,CCONJ
Cina,dan,PROPN
milik,Cina,VERB
para,milik,DET
kliennya,para,NOUN
(titik),kliennya,PUNCT
Kebanyakan,NULL,DET
penduduknya,Kebanyakan,NOUN
beragama,penduduknya,VERB
Katolik,beragama,PROPN
Roma,Katolik,PROPN
(koma),Roma,PUNCT
namun,(koma),SCONJ
ada,namun,VERB
pula,ada,ADV
sedikit,pula,ADV
orang,sedikit,NOUN
Islam,orang,PROPN
di,Islam,ADP
situ,di,NOUN
(titik),situ,PUNCT
Duryodana,NULL,NOUN
yang,Duryodana,PRON
selalu,yang,ADV
merasa,selalu,VERB
cemburu,merasa,ADJ
dengan,cemburu,ADP
Pandawa,dengan,PROPN
(koma),Pandawa,PUNCT
selalu,(koma),ADV
berusaha,selalu,VERB
membunuh,berusaha,VERB
mereka,membunuh,PRON
(titik),mereka,PUNCT
Selain,NULL,ADP
tekstil,Selain,NOUN
dan,tekstil,CCONJ
barang,dan,NOUN
pernis,barang,ADJ
(koma),pernis,PUNCT
Okinawa,(koma),PROPN
terkenal,Okinawa,ADJ
dengan,terkenal,ADP
kerajinan,dengan,NOUN
gelas,kerajinan,NOUN
Ryukyu,gelas,PROPN
(koma),Ryukyu,PUNCT
lemari,(koma),NOUN
(koma),lemari,PUNCT
kerajinan,(koma),NOUN
bambu,kerajinan,NOUN
(koma),bambu,PUNCT
kertas,(koma),NOUN
Ryukyu,kertas,PROPN
(koma),Ryukyu,PUNCT
dan,(koma),CCONJ
kerajinan,dan,NOUN
perabot,kerajinan,NOUN
sehari,perabot,NOUN
(kurang),sehari,PUNCT
hari,(kurang),NOUN
khas,hari,ADJ
Okinawa,khas,PROPN
(titik),Okinawa,PUNCT
Maka,NULL,SCONJ
dari,Maka,CCONJ
itu,dari,CCONJ
(koma),itu,PUNCT
Sia,(koma),PROPN
membiarkan,Sia,VERB
jiwa,membiarkan,PROPN
Kikyou,jiwa,PROPN
bersemayam,Kikyou,VERB
dalam,bersemayam,ADP
diri,dalam,NOUN
Sia,diri,PROPN
(titik),Sia,PUNCT
Dan,(titik),CCONJ
beginilah,Dan,DET
akibatnya,beginilah,NOUN
(koma),akibatnya,PUNCT
Rin,(koma),PROPN
seringkali,Rin,ADV
salah,seringkali,VERB
paham,salah,VERB
akibat,paham,ADP
kelakuan,akibat,NOUN
Sia,kelakuan,PROPN
yang,Sia,PRON
tiba,yang,ADV
(kurang),tiba,PUNCT
tiba,(kurang),ADV
centil,tiba,ADJ
ini,centil,DET
walaupun,ini,SCONJ
sebenarnya,walaupun,ADV
itu,sebenarnya,DET
adalah,itu,AUX
ulah,adalah,NOUN
Kikyou,ulah,PROPN
(titik),Kikyou,PUNCT
Khidir,NULL,PROPN
menjawab,Khidir,VERB
salamnya,menjawab,NOUN
dan,salamnya,CCONJ
bertanya,dan,VERB
(koma),bertanya,PUNCT
``,(koma),PUNCT
Dari,``,ADP
mana,Dari,NOUN
datangnya,mana,VERB
kesejahteraan,datangnya,NOUN
di,kesejahteraan,ADP
bumi,di,NOUN
yang,bumi,PRON
tidak,yang,PART
mempunyai,tidak,VERB
kesejahteraan,mempunyai,NOUN
(tanya),kesejahteraan,PUNCT
Awalnya,NULL,ADV
karakter,Awalnya,NOUN
tersebut,karakter,DET
dibuat,tersebut,VERB
untuk,dibuat,ADP
pasar,untuk,NOUN
asing,pasar,ADJ
(koma),asing,PUNCT
yaitu,(koma),ADV
untuk,yaitu,ADP
komik,untuk,NOUN
Disney,komik,PROPN
di,Disney,ADP
Italia,di,PROPN
(titik),Italia,PUNCT
Dimana,NULL,NOUN
letak,Dimana,NOUN
pikiran,letak,NOUN
(tanya),pikiran,PUNCT
Dr,NULL,DET
Wee,Dr,PROPN
berumahtangga,Wee,VERB
pada,berumahtangga,ADP
1936,pada,NUM
dengan,1936,ADP
Koh,dengan,PROPN
Sok,Koh,PROPN
Hiong,Sok,PROPN
(titik),Hiong,PUNCT
Menurut,NULL,ADP
laporan,Menurut,NOUN
(petikdua),laporan,PUNCT
Soeara,(petikdua),PROPN
Kemadjuan,Soeara,PROPN
Kota,Kemadjuan,PROPN
Gedang,Kota,PROPN
(petikdua),Gedang,PUNCT
(bukakurung),(petikdua),PUNCT
1916,(bukakurung),NUM
(tutupkurung),1916,PUNCT
(koma),(tutupkurung),PUNCT
demi,(koma),ADP
kepentingan,demi,NOUN
pendidikan,kepentingan,NOUN
(koma),pendidikan,PUNCT
para,(koma),DET
orang,para,NOUN
tua,orang,ADJ
yang,tua,PRON
waktu,yang,NOUN
itu,waktu,DET
berpenghasilan,itu,VERB
rata,berpenghasilan,ADJ
(kurang),rata,PUNCT
rata,(kurang),ADJ
15,rata,NUM
gulden,15,NOUN
per,gulden,ADP
bulan,per,NOUN
(koma),bulan,PUNCT
sanggup,(koma),ADV
membayar,sanggup,VERB
uang,membayar,NOUN
sekolah,uang,NOUN
anaknya,sekolah,NOUN
yang,anaknya,PRON
mencapai,yang,VERB
5,mencapai,NUM
gulden,5,NOUN
per,gulden,ADP
bulan,per,NOUN
(titik),bulan,PUNCT
Film,NULL,NOUN
ini,Film,DET
disutradarai,ini,VERB
oleh,disutradarai,ADP
Akhtar,oleh,PROPN
Hussein,Akhtar,PROPN
(koma),Hussein,PUNCT
dan,(koma),CCONJ
dibintangi,dan,VERB
Trilok,dibintangi,PROPN
Kapoor,Trilok,PROPN
(koma),Kapoor,PUNCT
Nargis,(koma),PROPN
(koma),Nargis,PUNCT
Cukoo,(koma),PROPN
(koma),Cukoo,PUNCT
Rashid,(koma),PROPN
Khan,Rashid,PROPN
(koma),Khan,PUNCT
Neelam,(koma),PROPN
(koma),Neelam,PUNCT
Maruti,(koma),PROPN
Rao,Maruti,PROPN
(koma),Rao,PUNCT
dan,(koma),CCONJ
Nissar,dan,PROPN
(titik),Nissar,PUNCT
Banyak,NULL,DET
pula,Banyak,ADV
permainan,pula,NOUN
komputer,permainan,NOUN
(koma),komputer,PUNCT
permainan,(koma),NOUN
video,permainan,NOUN
(koma),video,PUNCT
dan,(koma),CCONJ
lagu,dan,NOUN
(kurang),lagu,PUNCT
lagu,(kurang),NOUN
rap,lagu,ADJ
yang,rap,PRON
menampilkan,yang,VERB
AK,menampilkan,PROPN
(kurang),AK,PUNCT
47,(kurang),PROPN
(titik),47,PUNCT
Hotel,NULL,NOUN
yang,Hotel,PRON
ada,yang,VERB
di,ada,ADP
kota,di,PROPN
Kuningan,kota,PROPN
diantaranya,Kuningan,ADP
(titikdua),diantaranya,PUNCT
Gedung,(titikdua),PROPN
Serbaguna,Gedung,PROPN
di,Serbaguna,ADP
kota,di,NOUN
Kuningan,kota,PROPN
diantaranya,Kuningan,ADP
(titikdua),diantaranya,PUNCT
Sanggariang,(titikdua),PROPN
(koma),Sanggariang,PUNCT
Gelanggang,(koma),PROPN
Pemuda,Gelanggang,PROPN
dan,Pemuda,CCONJ
Gelanggang,dan,PROPN
Ewangga,Gelanggang,PROPN
(titik),Ewangga,PUNCT
``,NULL,PUNCT
Hai,``,PROPN
Muhammad,Hai,PROPN
(koma),Muhammad,PUNCT
mengapa,(koma),ADV
kamu,mengapa,PRON
mengharamkan,kamu,VERB
apa,mengharamkan,NOUN
yang,apa,PRON
Allah,yang,PROPN
menghalalkannya,Allah,VERB
bagimu,menghalalkannya,NOUN
(titikkoma),bagimu,PUNCT
kamu,(titikkoma),PRON
mencari,kamu,VERB
kesenangan,mencari,NOUN
hati,kesenangan,NOUN
istri-istrimu,hati,NOUN
(tanya),istri-istrimu,PUNCT
Jumlah,NULL,NOUN
pengguna,Jumlah,NOUN
Twitter,pengguna,PROPN
yang,Twitter,PRON
semakin,yang,ADV
meningkat,semakin,VERB
setiap,meningkat,DET
harinya,setiap,NOUN
adalah,harinya,AUX
bukti,adalah,NOUN
budaya,bukti,NOUN
masyarakat,budaya,NOUN
yang,masyarakat,PRON
senang,yang,ADJ
berbagi,senang,VERB
cerita,berbagi,NOUN
serta,cerita,CCONJ
foto,serta,NOUN
keseharian,foto,ADJ
dalam,keseharian,ADP
hidup,dalam,NOUN
(titik),hidup,PUNCT
Jadi,NULL,SCONJ
(koma),Jadi,PUNCT
kemungkinan,(koma),NOUN
besar,kemungkinan,ADJ
Dyah,besar,PROPN
Balitung,Dyah,PROPN
yang,Balitung,PRON
merupakan,yang,VERB
menantu,merupakan,NOUN
Rakai,menantu,PROPN
Watuhumalang,Rakai,PROPN
(bukakurung),Watuhumalang,PUNCT
raja,(bukakurung),PROPN
Medang,raja,PROPN
pengganti,Medang,NOUN
Rakai,pengganti,PROPN
Kayuwangi,Rakai,PROPN
(tutupkurung),Kayuwangi,PUNCT
berhasil,(tutupkurung),VERB
menjadi,berhasil,VERB
pahlawan,menjadi,NOUN
dengan,pahlawan,ADP
menaklukkan,dengan,VERB
Rakai,menaklukkan,PROPN
Gurunwangi,Rakai,PROPN
dan,Gurunwangi,CCONJ
Rakai,dan,PROPN
Limus,Rakai,PROPN
sehingga,Limus,SCONJ
kembali,sehingga,ADV
mengakui,kembali,VERB
kekuasaan,mengakui,NOUN
tunggal,kekuasaan,ADJ
di,tunggal,ADP
Kerajaan,di,PROPN
Medang,Kerajaan,PROPN
(titik),Medang,PUNCT
Siapakah,NULL,PRON
pencipta,Siapakah,NOUN
bumi,pencipta,NOUN
ini,bumi,DET
(tanya),ini,PUNCT
Karangsari,NULL,PROPN
adalah,Karangsari,AUX
kelurahan,adalah,NOUN
yang,kelurahan,PRON
berada,yang,VERB
di,berada,ADP
kecamatan,di,NOUN
Neglasari,kecamatan,PROPN
(koma),Neglasari,PUNCT
Kota,(koma),PROPN
Tangerang,Kota,PROPN
(koma),Tangerang,PUNCT
Banten,(koma),PROPN
(koma),Banten,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
Tentara,NULL,PROPN
Konfederasi,Tentara,PROPN
(bukakurung),Konfederasi,PUNCT
bahasa,(bukakurung),NOUN
Inggris,bahasa,PROPN
(titikdua),Inggris,PUNCT
Confederate,(titikdua),PROPN
States,Confederate,PROPN
Army,States,PROPN
(bukakurung),Army,PUNCT
CSA,(bukakurung),PROPN
(tutupkurung),CSA,PUNCT
(tutupkurung),(tutupkurung),PUNCT
diorganisasi,(tutupkurung),VERB
pada,diorganisasi,ADP
bulan,pada,NOUN
Februari,bulan,PROPN
1861,Februari,NUM
untuk,1861,ADP
mempertahankan,untuk,VERB
Negara,mempertahankan,PROPN
Konfederasi,Negara,PROPN
Amerika,Konfederasi,PROPN
yang,Amerika,PRON
baru,yang,ADV
dibentuk,baru,VERB
dari,dibentuk,ADP
tindakan,dari,NOUN
militer,tindakan,ADJ
oleh,militer,ADP
Pemerintah,oleh,NOUN
Amerika,Pemerintah,PROPN
Serikat,Amerika,PROPN
selama,Serikat,ADP
Perang,selama,PRON
Saudara,Perang,PROPN
Amerika,Saudara,PROPN
(titik),Amerika,PUNCT
Perempuannya,NULL,NOUN
mengenakan,Perempuannya,VERB
jubah,mengenakan,NOUN
dengan,jubah,ADP
lengan,dengan,NOUN
baju,lengan,NOUN
yang,baju,PRON
pendek,yang,ADJ
serta,pendek,CCONJ
rok,serta,NOUN
berlapis,rok,ADJ
yang,berlapis,PRON
mengembang,yang,VERB
(titik),mengembang,PUNCT
Lagu,NULL,NOUN
ini,Lagu,DET
dinamakan,ini,VERB
Wavin,dinamakan,PROPN
(petiksatu),Wavin,PUNCT
Flag,(petiksatu),PROPN
(bukakurung),Flag,PUNCT
The,(bukakurung),PROPN
Celebration,The,PROPN
Remix,Celebration,PROPN
(tutupkurung),Remix,PUNCT
(titik),(tutupkurung),PUNCT
Ia,NULL,PRON
adalah,Ia,AUX
pesaing,adalah,NOUN
utama,pesaing,ADJ
Václav,utama,PROPN
Klaus,Václav,PROPN
(titik),Klaus,PUNCT
Air,NULL,NOUN
terjun,Air,NOUN
Madakaripura,terjun,PROPN
berbentuk,Madakaripura,VERB
ceruk,berbentuk,NOUN
yang,ceruk,PRON
dikelilingi,yang,VERB
bukit,dikelilingi,NOUN
(kurang),bukit,PUNCT
bukit,(kurang),NOUN
yang,bukit,PRON
meneteskan,yang,VERB
air,meneteskan,NOUN
pada,air,ADP
seluruh,pada,DET
bidang,seluruh,NOUN
tebingnya,bidang,NOUN
seperti,tebingnya,ADP
layaknya,seperti,NOUN
sedang,layaknya,ADV
hujan,sedang,VERB
(koma),hujan,PUNCT
3,(koma),NUM
di,3,ADP
antaranya,di,ADP
bahkan,antaranya,ADV
mengucur,bahkan,VERB
deras,mengucur,ADJ
membentuk,deras,VERB
air,membentuk,NOUN
terjun,air,NOUN
lagi,terjun,ADV
(titik),lagi,PUNCT
Membangun,NULL,VERB
sebuah,Membangun,DET
komunitas,sebuah,NOUN
memang,komunitas,ADV
tidak,memang,PART
mudah,tidak,ADJ
(koma),mudah,PUNCT
tetapi,(koma),SCONJ
mereka,tetapi,PRON
yakin,mereka,VERB
bahwa,yakin,SCONJ
Rockto,bahwa,PROPN
dengan,Rockto,ADP
konsep,dengan,NOUN
yang,konsep,PRON
menarik,yang,ADJ
dapat,menarik,ADV
menarik,dapat,VERB
minat,menarik,NOUN
para,minat,DET
pengguna,para,NOUN
internet,pengguna,NOUN
untuk,internet,ADP
menjadi,untuk,VERB
bagian,menjadi,NOUN
dari,bagian,ADP
komunitasnya,dari,NOUN
(titik),komunitasnya,PUNCT
Salah,NULL,DET
satu,Salah,DET
indikasinya,satu,NOUN
adalah,indikasinya,AUX
kebutuhan,adalah,NOUN
komunikasi,kebutuhan,NOUN
yaitu,komunikasi,SCONJ
telepon,yaitu,NOUN
rumah,telepon,NOUN
sudah,rumah,ADV
mulai,sudah,VERB
masuk,mulai,VERB
pada,masuk,ADP
Tahun,pada,NOUN
1995,Tahun,NUM
(koma),1995,PUNCT
desa,(koma),NOUN
pasir,desa,PROPN
wetan,pasir,PROPN
sudah,wetan,ADV
masuk,sudah,VERB
telepon,masuk,NOUN
sementara,telepon,SCONJ
desa,sementara,NOUN
lain,desa,ADJ
belum,lain,ADV
masuk,belum,VERB
(titik),masuk,PUNCT
Kepangeranan,NULL,NOUN
Wallachia,Kepangeranan,PROPN
(koma),Wallachia,PUNCT
Moldavia,(koma),PROPN
dan,Moldavia,CCONJ
Transilvania,dan,PROPN
dikepalai,Transilvania,VERB
oleh,dikepalai,ADP
pangeran,oleh,NOUN
Wallachia,pangeran,PROPN
Mihai,Wallachia,PROPN
Viteazul,Mihai,PROPN
pada,Viteazul,ADP
tahun,pada,NOUN
1600,tahun,NUM
(titik),1600,PUNCT
Apabila,NULL,SCONJ
konser,Apabila,NOUN
Inaugurasi,konser,PROPN
telah,Inaugurasi,ADV
usai,telah,VERB
(koma),usai,PUNCT
mereka,(koma),PRON
langsung,mereka,ADV
masuk,langsung,VERB
ke,masuk,ADP
dapur,ke,NOUN
rekaman,dapur,NOUN
untuk,rekaman,ADP
dibuat,untuk,VERB
album,dibuat,NOUN
kompilasi,album,NOUN
hasil,kompilasi,NOUN
kerjasama,hasil,NOUN
Indosiar,kerjasama,PROPN
dengan,Indosiar,ADP
Sony,dengan,PROPN
Music,Sony,PROPN
Indonesia,Music,PROPN
(titik),Indonesia,PUNCT
Pada,NULL,ADP
saat,Pada,NOUN
yang,saat,PRON
hampir,yang,ADV
bersamaan,hampir,ADJ
(koma),bersamaan,PUNCT
Yosafat,(koma),PROPN
mulai,Yosafat,ADV
mengangkat,mulai,VERB
anaknya,mengangkat,NOUN
(koma),anaknya,PUNCT
Yoram,(koma),PROPN
(koma),Yoram,PUNCT
menjadi,(koma),VERB
raja,menjadi,NOUN
bersama,raja,ADJ
(kurang),bersama,PUNCT
sama,(kurang),ADJ
dengan,sama,ADP
dia,dengan,PRON
sebagai,dia,ADP
persiapan,sebagai,NOUN
pergantian,persiapan,NOUN
tahta,pergantian,NOUN
(titik),tahta,PUNCT
Ahli,NULL,NOUN
lain,Ahli,ADJ
menghapuskan,lain,VERB
kaitan,menghapuskan,NOUN
antara,kaitan,ADP
kedatangan,antara,NOUN
Tutsi,kedatangan,PROPN
dengan,Tutsi,ADP
berkembangnya,dengan,VERB
pastoralisme,berkembangnya,NOUN
dan,pastoralisme,CCONJ
dimulainya,dan,VERB
periode,dimulainya,NOUN
pembangunan,periode,NOUN
negara,pembangunan,NOUN
(titik),negara,PUNCT
Jabatan,NULL,NOUN
ini,Jabatan,DET
berlangsung,ini,VERB
sampai,berlangsung,ADP
zaman,sampai,NOUN
Kerajaan,zaman,PROPN
Majapahit,Kerajaan,PROPN
(titik),Majapahit,PUNCT
Kawalelo,NULL,PROPN
merupakan,Kawalelo,VERB
salah,merupakan,DET
satu,salah,DET
desa,satu,NOUN
yang,desa,PRON
ada,yang,VERB
di,ada,ADP
kecamatan,di,PROPN
Demon,kecamatan,PROPN
Pagong,Demon,PROPN
(koma),Pagong,PUNCT
kabupaten,(koma),NOUN
Flores,kabupaten,PROPN
Timur,Flores,PROPN
(koma),Timur,PUNCT
provinsi,(koma),PROPN
Nusa,provinsi,PROPN
Tenggara,Nusa,PROPN
Timur,Tenggara,PROPN
(koma),Timur,PUNCT
Indonesia,(koma),PROPN
(titik),Indonesia,PUNCT
Setelah,NULL,SCONJ
lulus,Setelah,VERB
dari,lulus,ADP
Gymnasium,dari,PROPN
Trier,Gymnasium,PROPN
(koma),Trier,PUNCT
Marx,(koma),PROPN
melanjutkan,Marx,VERB
pendidikan,melanjutkan,NOUN
nya,pendidikan,PRON
di,nya,ADP
Universitas,di,PROPN
Bonn,Universitas,PROPN
jurusan,Bonn,NOUN
hukum,jurusan,NOUN
pada,hukum,ADP
tahun,pada,NOUN
1835,tahun,NUM
(titik),1835,PUNCT
Mawar,NULL,PROPN
merupakan,Mawar,VERB
komoditas,merupakan,NOUN
hortikultura,komoditas,NOUN
yang,hortikultura,PRON
bernilai,yang,VERB
ekonomi,bernilai,NOUN
tinggi,ekonomi,ADJ
dan,tinggi,CCONJ
banyak,dan,ADV
diminati,banyak,VERB
konsumen,diminati,NOUN
serta,konsumen,CCONJ
dapat,serta,ADV
dibudidayakan,dapat,VERB
secara,dibudidayakan,ADP
komersial,secara,ADJ
(titik),komersial,PUNCT
Seperti,NULL,ADP
pernyataan,Seperti,NOUN
Lusy,pernyataan,PROPN
bahwa,Lusy,ADP
mereka,bahwa,PRON
bisa,mereka,ADV
menjadi,bisa,VERB
sangat,menjadi,ADV
solid,sangat,ADJ
karena,solid,SCONJ
mereka,karena,PRON
bertiga,mereka,VERB
(koma),bertiga,PUNCT
kalau,(koma),SCONJ
jalan,kalau,VERB
sendiri,jalan,ADV
(kurang),sendiri,PUNCT
sendiri,(kurang),ADV
belum,sendiri,ADV
tentu,belum,ADV
bisa,tentu,VERB
sukses,bisa,NOUN
(titik),sukses,PUNCT
Bagaimanakah,NULL,ADV
kelanjutan,Bagaimanakah,NOUN
kisah,kelanjutan,NOUN
para,kisah,DET
remaja,para,NOUN
yang,remaja,PRON
masih,yang,ADV
di,masih,ADP
bawah,di,NOUN
umur,bawah,NOUN
ini,umur,DET
(tanya),ini,PUNCT
Akan,NULL,ADV
kan,Akan,PART
pertemanan,kan,VERB
sepihak,pertemanan,ADJ
ini,sepihak,DET
dapat,ini,ADV
berubah,dapat,VERB
menjadi,berubah,VERB
Cinta,menjadi,PROPN
(tanya),Cinta,PUNCT
Kantor,NULL,NOUN
kepala,Kantor,NOUN
desa,kepala,NOUN
Jatiwangi,desa,PROPN
terletak,Jatiwangi,VERB
di,terletak,ADP
Kp,di,PROPN
(titik),Kp,PUNCT
Kadudampit,(titik),PROPN
(koma),Kadudampit,PUNCT
Jl,(koma),PROPN
(titik),Jl,PUNCT
Raya,(titik),PROPN
Bungbulang,Raya,PROPN
(kurang),Bungbulang,PUNCT
Garut,(kurang),PROPN
(titik),Garut,PUNCT
Perusahaan,NULL,NOUN
ini,Perusahaan,DET
mengkhususkan,ini,VERB
diri,mengkhususkan,NOUN
dalam,diri,ADP
merancang,dalam,VERB
(koma),merancang,PUNCT
memproduksi,(koma),VERB
(koma),memproduksi,PUNCT
dan,(koma),CCONJ
mengembangkan,dan,VERB
produk,mengembangkan,NOUN
(kurang),produk,PUNCT
produk,(kurang),NOUN
mesin,produk,NOUN
pelabuhan,mesin,NOUN
baru,pelabuhan,ADJ
(titik),baru,PUNCT
Lakon,NULL,NOUN
pertamanya,Lakon,NUM
(bukakurung),pertamanya,PUNCT
Suling,(bukakurung),PROPN
dan,Suling,CCONJ
Bunga,dan,NOUN
Rumahmakan,Bunga,PROPN
(koma),Rumahmakan,PUNCT
1948,(koma),NUM
(tutupkurung),1948,PUNCT
ditulis,(tutupkurung),VERB
sebagaimana,ditulis,ADP
lakon,sebagaimana,NOUN
ditulis,lakon,VERB
(koma),ditulis,PUNCT
tetapi,(koma),SCONJ
selanjutnya,tetapi,ADV
ia,selanjutnya,PRON
menemukan,ia,VERB
cara,menemukan,NOUN
menulis,cara,VERB
lakon,menulis,NOUN
yang,lakon,PRON
unik,yang,ADJ
(koma),unik,PUNCT
yang,(koma),PRON
bentuknya,yang,NOUN
seperti,bentuknya,ADP
cerita,seperti,NOUN
yang,cerita,PRON
enak,yang,ADJ
dibaca,enak,VERB
(titik),dibaca,PUNCT
Pada,NULL,ADP
bulan,Pada,PROPN
Oktober,bulan,PROPN
2005,Oktober,NUM
(koma),2005,PUNCT
sebagai,(koma),ADP
bagian,sebagai,NOUN
peringatan,bagian,NOUN
ke,peringatan,NUM
(kurang),ke,PUNCT
75,(kurang),NUM
Universitas,75,NOUN
McMaster,Universitas,NOUN
di,McMaster,ADP
University,di,PROPN
Avenue,University,PROPN
(koma),Avenue,PUNCT
sebuah,(koma),DET
jalanan,sebuah,NOUN
di,jalanan,ADP
kampus,di,NOUN
univeritas,kampus,NOUN
dinamai,univeritas,VERB
Brockhouse,dinamai,PROPN
Way,Brockhouse,PROPN
untuk,Way,ADP
menghormati,untuk,VERB
Brockhouse,menghormati,PROPN
(titik),Brockhouse,PUNCT
Pada,NULL,ADP
tahun,Pada,NOUN
1934,tahun,NUM
(koma),1934,PUNCT
Chun,(koma),PROPN
membeli,Chun,VERB
tanah,membeli,NOUN
seluas,tanah,ADP
33.000,seluas,NUM
meter,33.000,NOUN
persegi,meter,NOUN
di,persegi,ADP
Kabupaten,di,PROPN
Koyang,Kabupaten,PROPN
(koma),Koyang,PUNCT
propinsi,(koma),NOUN
Gyeonggi,propinsi,PROPN
(bukakurung),Gyeonggi,PUNCT
sekarang,(bukakurung),NOUN
distrik,sekarang,NOUN
Seongbuk,distrik,PROPN
(koma),Seongbuk,PUNCT
Seoul,(koma),PROPN
(tutupkurung),Seoul,PUNCT
(titik),(tutupkurung),PUNCT
pada,NULL,ADP
tahun,pada,NOUN
1473,tahun,NUM
(koma),1473,PUNCT
sewaktu,(koma),ADV
Raja,sewaktu,PROPN
Narasinga,Raja,PROPN
II,Narasinga,NUM
yang,II,PRON
bergelar,yang,VERB
Paduka,bergelar,PROPN
Maulana,Paduka,PROPN
Sri,Maulana,PROPN
Sultan,Sri,PROPN
Alauddin,Sultan,PROPN
Iskandarsyah,Alauddin,PROPN
Johan,Iskandarsyah,PROPN
Zirullah,Johan,PROPN
Fil,Zirullah,PROPN
Alam,Fil,PROPN
(bukakurung),Alam,PUNCT
Sultan,(bukakurung),NOUN
Indragiri,Sultan,NOUN
IV,Indragiri,NUM
(tutupkurung),IV,PUNCT
(koma),(tutupkurung),PUNCT
beliau,(koma),PRON
menetap,beliau,VERB
di,menetap,ADP
ibu,di,NOUN
kota,ibu,NOUN
kerajaan,kota,NOUN
yang,kerajaan,PRON
berlokasi,yang,VERB
di,berlokasi,ADP
Pekan,di,PROPN
Tua,Pekan,PROPN
sekarang,Tua,ADV
(titik),sekarang,PUNCT
Lalu,NULL,ADV
bagaimana,Lalu,ADJ
cara,bagaimana,NOUN
menafkah,cara,VERB
harta,menafkah,NOUN
sesuai,harta,ADP
tuntunan,sesuai,NOUN
Alloh,tuntunan,PROPN
dan,Alloh,CCONJ
Rasul-Nya,dan,PROPN
(tanya),Rasul-Nya,PUNCT
Dari,NULL,ADP
1970,Dari,NUM
hingga,1970,ADP
1974,hingga,NUM
(koma),1974,PUNCT
ia,(koma),PRON
tinggal,ia,VERB
bersama,tinggal,ADP
orang,bersama,NOUN
(kurang),orang,PUNCT
orang,(kurang),NOUN
Indian,orang,NOUN
Embera,Indian,PROPN
(kurang),Embera,PUNCT
Wounaan,(kurang),PROPN
di,Wounaan,ADP
Panama,di,PROPN
(titik),Panama,PUNCT
7,NULL,NUM
(tutupkurung),7,PUNCT
Dengan,(tutupkurung),ADP
tekad,Dengan,NOUN
teguh,tekad,ADJ
mereka,teguh,PRON
melaksanakan,mereka,VERB
ajaran,melaksanakan,NOUN
Gautama,ajaran,PROPN
(koma),Gautama,PUNCT
tiada,(koma),NOUN
nafsu,tiada,NOUN
(koma),nafsu,PUNCT
mereka,(koma),PRON
menuai,mereka,VERB
hasilnya,menuai,NOUN
(titikkoma),hasilnya,PUNCT
terbebaskan,(titikkoma),VERB
dari,terbebaskan,ADP
kematian,dari,NOUN
(koma),kematian,PUNCT
mereka,(koma),PRON
menikmati,mereka,VERB
kedamaian,menikmati,NOUN
abadi,kedamaian,ADJ
(titik),abadi,PUNCT
Cintaku,NULL,PROPN
di,Cintaku,PROPN
Rumah,di,PROPN
Susun,Rumah,PROPN
adalah,Susun,AUX
film,adalah,NOUN
komedi,film,NOUN
situasi,komedi,NOUN
yang,situasi,PRON
terkenal,yang,ADJ
di,terkenal,ADP
Indonesia,di,PROPN
pada,Indonesia,ADP
tahun,pada,NOUN
1987,tahun,NUM
(titik),1987,PUNCT
Hal,NULL,NOUN
ini,Hal,DET
disamakan,ini,VERB
dengan,disamakan,ADP
tindakan,dengan,NOUN
dokter,tindakan,NOUN
yang,dokter,PRON
harus,yang,ADV
mengamputasi,harus,VERB
salah,mengamputasi,DET
satu,salah,DET
bagian,satu,NOUN
tubuh,bagian,NOUN
yang,tubuh,PRON
sakit,yang,VERB
atau,sakit,CCONJ
terkena,atau,VERB
kanker,terkena,NOUN
demi,kanker,ADP
kebaikan,demi,NOUN
diri,kebaikan,NOUN
seseorang,diri,NOUN
(titik),seseorang,PUNCT
Soedjarwo,NULL,PROPN
(bukakurung),Soedjarwo,PUNCT
(tutupkurung),(bukakurung),PUNCT
adalah,(tutupkurung),AUX
Menteri,adalah,PROPN
Kehutanan,Menteri,PROPN
Indonesia,Kehutanan,PROPN
pada,Indonesia,ADP
periode,pada,NOUN
1964,periode,NUM
hingga,1964,ADP
1966,hingga,NUM
dan,1966,CCONJ
1983,dan,NUM
hingga,1983,ADP
1988,hingga,NUM
(titik),1988,PUNCT
Maka,NULL,SCONJ
(koma),Maka,PUNCT
siapa,(koma),PRON
Nama-Nya,siapa,NOUN
(tanya),Nama-Nya,PUNCT
Larangan,NULL,PROPN
kaum,Larangan,NOUN
hawa,kaum,NOUN
untuk,hawa,ADP
beribadah,untuk,VERB
di,beribadah,ADP
masjid,di,NOUN
ini,masjid,DET
didasarkan,ini,VERB
pada,didasarkan,ADP
alasan,pada,NOUN
untuk,alasan,ADP
menjaga,untuk,VERB
